,file_name,no loop transformation,loop tiling,loop interchange,loop skewing,loop fusion,loop distribution,loop reverse,loop shifting,other loop transformation
27061,3414422328_50,0,1,1,1,1,0,0,1,1
27062,3514412226_14,0,1,1,0,1,1,0,1,1
27063,3418312224_52,0,1,0,1,0,1,0,0,1
27064,3416312228_83,0,1,1,1,1,1,0,1,1
27065,3414412326_18,0,1,1,1,0,1,0,0,0
27066,3528312326_24,0,1,1,0,1,0,0,1,1
27067,3416422224_81,0,1,0,0,0,0,0,0,1
27068,3314322328_51,0,0,0,0,1,0,0,1,1
27069,3326322326_98,0,1,1,0,1,0,0,0,1
27070,3518422228_24,0,1,1,1,1,0,0,0,1
27071,3314322328_27,0,1,1,0,1,0,0,1,1
27072,3524322228_24,0,1,0,0,0,0,0,0,1
27073,3316322326_48,0,1,1,0,1,0,0,0,1
27074,3316312228_13,0,1,1,0,1,0,0,0,1
27075,3514412326_65,0,1,1,0,1,1,0,0,1
27076,3318412326_53,0,1,0,1,1,0,0,1,1
27077,3518322226_81,0,1,1,0,0,1,0,0,1
27078,3526322228_89,0,1,1,0,0,1,0,0,1
27079,3318322328_94,1,0,0,0,0,0,0,0,0
27080,3328322228_57,0,1,1,0,1,0,0,0,1
27081,3326422226_15,0,1,1,1,1,0,0,0,0
27082,3316422326_13,0,0,0,0,1,1,0,0,1
27083,3516422324_06,0,1,1,0,1,0,0,0,1
27084,3518412328_43,0,0,0,0,1,0,0,0,1
27085,3324322226_85,0,1,1,1,1,0,0,0,1
27086,3314422224_38,0,1,1,0,1,0,0,0,1
27087,3318422328_88,0,1,1,0,1,0,0,0,1
27088,3516412226_77,0,1,1,1,0,1,0,0,1
27089,3418412324_88,0,1,0,0,1,0,0,1,1
27090,3526412326_69,0,1,1,1,0,1,0,0,0
27091,3316422326_52,0,1,1,0,1,0,0,0,1
27092,3414412224_67,0,1,1,0,1,0,0,0,1
27093,3316422228_86,0,1,1,1,1,0,0,0,0
27094,3528322324_12,0,1,1,0,1,1,0,1,1
27095,3514422226_06,0,1,1,1,0,1,0,0,0
27096,3326312324_02,0,1,1,1,1,0,0,0,1
27097,3516322326_51,0,1,0,0,1,1,0,0,0
27098,3428422326_23,0,1,1,0,1,0,0,0,1
27099,3426322324_26,0,1,1,0,1,1,0,0,0
27100,3526322328_21,0,1,1,0,1,1,0,0,0
27101,3328422226_42,0,1,1,0,1,0,0,0,1
27102,3414322328_78,0,1,1,0,1,0,0,1,1
27103,3414422226_28,0,1,0,0,0,0,0,0,1
27104,3516312224_00,0,1,0,0,0,0,0,0,1
27105,3418322326_09,0,1,1,0,1,1,0,0,1
27106,3324312324_97,0,1,0,1,0,1,0,0,0
27107,3318422226_76,0,1,0,1,1,0,0,0,1
27108,3324322326_11,0,1,1,0,1,0,0,0,1
27109,3516322328_65,0,1,0,0,1,1,0,0,0
27110,3314412224_40,0,1,0,0,1,0,0,0,1
27111,3518312226_55,0,1,0,0,0,1,0,0,0
27112,3326322224_13,0,1,0,0,1,1,0,0,0
27113,3526412224_53,0,1,0,0,1,1,0,0,0
27114,3428312228_49,0,1,1,0,1,0,0,0,1
27115,3318322328_99,0,1,1,0,1,0,0,0,1
27116,3516422328_98,0,1,0,1,1,1,0,0,1
27117,3418422226_02,0,1,1,0,1,0,0,0,1
27118,3426322224_65,0,1,0,0,1,0,0,1,1
27119,3516422326_31,0,1,1,0,1,0,0,0,1
27120,3428312224_45,0,1,1,0,1,0,0,1,1
27121,3326322224_45,0,0,0,0,1,0,0,1,1
27122,3428412228_88,0,1,1,0,1,0,0,0,1
27123,3518412324_45,0,1,1,0,1,0,0,1,1
27124,3524412226_66,0,1,1,0,1,1,0,0,0
27125,3326412326_76,0,1,1,1,1,0,0,0,1
27126,3428412226_03,0,1,1,0,1,0,0,0,1
27127,3526412228_53,0,1,0,0,1,1,0,0,1
27128,3514422226_24,0,1,1,1,1,0,0,0,1
27129,3428422324_53,0,1,1,0,0,1,0,0,0
27130,3524322326_57,0,1,0,0,1,1,0,1,1
27131,3518422328_65,0,1,1,1,1,1,0,0,1
27132,3328412324_40,0,1,1,0,1,0,0,0,1
27133,3318422224_26,0,1,1,0,1,0,0,0,1
27134,3526412228_91,0,1,1,1,1,1,0,1,1
27135,3516322328_40,0,1,1,0,1,0,0,0,1
27136,3416412228_24,0,1,1,0,1,0,0,0,1
27137,3516312224_23,0,1,1,1,1,1,0,0,1
27138,3326312326_43,0,1,1,0,1,0,0,1,1
27139,3414312328_97,0,1,1,0,1,0,0,0,1
27140,3516322226_63,0,1,1,1,1,0,0,1,1
27141,3518312224_15,0,1,1,0,1,1,0,0,1
27142,3426322324_84,0,1,1,0,1,0,0,0,1
27143,3326322324_59,0,1,1,1,1,0,0,1,1
27144,3318412324_75,0,1,1,1,1,0,0,0,1
27145,3414412224_41,0,1,1,0,1,0,0,0,1
27146,3418412226_69,0,0,1,0,1,0,0,0,1
27147,3516422224_02,0,1,0,0,1,1,0,0,0
27148,3426322324_50,0,1,1,0,1,0,0,0,1
27149,3518422224_48,0,1,0,0,1,0,0,0,1
27150,3324322224_75,0,1,1,0,0,1,0,0,0
27151,3518412324_70,0,1,1,0,1,1,0,0,1
27152,3428412324_12,0,1,1,0,1,0,0,0,1
27153,3416312328_80,0,1,1,1,1,0,0,0,1
27154,3314322326_83,0,1,1,1,1,0,0,0,1
27155,3416322328_51,0,1,1,0,1,0,0,0,1
27156,3528412328_74,0,1,1,1,1,1,0,0,1
27157,3328422324_49,0,1,1,1,1,0,0,0,1
27158,3418412228_56,0,1,0,0,1,1,0,0,1
27159,3514412328_18,0,1,1,0,1,0,0,0,1
27160,3514322326_27,0,1,1,0,1,0,0,1,1
27161,3526322328_99,0,1,1,0,1,0,0,0,1
27162,3324322228_18,0,0,0,0,1,0,0,0,1
27163,3516412326_69,0,1,1,0,1,0,0,0,1
27164,3418412226_60,0,1,1,0,1,1,0,0,1
27165,3518322226_68,0,1,1,0,1,0,0,0,1
27166,3516412326_80,0,1,1,0,0,1,0,0,0
27167,3424422324_35,0,1,1,0,1,0,0,0,0
27168,3316322228_29,0,1,0,1,1,0,0,0,1
27169,3516422224_41,0,1,1,1,1,1,0,0,0
27170,3516422228_08,0,1,1,1,1,0,0,0,1
27171,3424312324_71,0,1,1,0,0,1,0,0,0
27172,3326422224_12,0,1,1,1,1,0,0,0,1
27173,3426422328_25,0,1,1,1,1,0,0,1,1
27174,3428322228_22,0,1,1,1,1,0,0,0,1
27175,3526312228_64,0,1,1,0,1,0,0,0,1
27176,3428322228_58,0,1,1,0,1,0,0,0,1
27177,3428312326_55,0,1,1,0,1,1,0,1,1
27178,3314422228_81,0,1,1,1,1,0,0,1,1
27179,3418322228_30,0,1,0,1,0,0,0,0,0
27180,3314312228_47,0,1,1,0,0,1,0,0,0
27181,3424422324_34,0,1,1,1,1,0,0,0,1
27182,3326412326_13,0,1,1,0,1,0,0,0,1
27183,3328422226_15,0,1,0,0,0,1,0,0,0
27184,3328422224_67,0,1,1,0,1,0,0,1,1
27185,3526412228_40,0,1,1,0,0,1,0,0,0
27186,3424312324_36,0,1,1,1,1,0,0,0,1
27187,3418422326_76,1,0,0,0,0,0,0,0,0
27188,3316422224_52,0,1,1,0,1,0,0,1,1
27189,3516412226_19,0,1,1,0,1,1,0,1,1
27190,3414322228_92,0,1,1,1,1,0,0,0,1
27191,3524312224_39,0,1,1,0,0,1,0,0,0
27192,3416422328_05,0,1,0,1,1,1,0,0,1
27193,3316422226_85,0,1,1,0,1,0,0,0,1
27194,3416322226_09,0,1,1,1,0,1,0,0,0
27195,3326322224_87,0,1,1,1,1,0,0,1,1
27196,3326422328_52,0,1,1,0,1,0,0,0,1
27197,3416412324_88,0,1,0,1,1,1,0,0,1
27198,3526412226_71,0,1,1,0,1,0,0,1,1
27199,3428322328_88,0,1,1,1,1,0,0,0,1
27200,3526412224_64,0,1,0,0,1,1,0,1,1
27201,3526312326_19,0,1,0,1,1,1,0,1,1
27202,3318312224_79,0,1,0,0,0,0,0,0,1
27203,3324312224_30,0,1,1,1,1,0,0,0,1
27204,3428322228_29,0,0,1,0,1,0,0,0,1
27205,3424312226_77,0,1,1,0,0,1,0,0,0
27206,3324312326_69,0,0,0,0,1,0,0,0,1
27207,3414412324_48,0,1,1,0,1,1,0,0,0
27208,3328322228_94,0,1,0,0,1,0,0,0,1
27209,3316312328_69,0,1,1,1,1,0,0,0,1
27210,3526312226_74,0,0,0,0,1,0,0,1,1
27211,3518312224_09,0,1,1,1,1,1,0,1,1
27212,3318322226_78,0,0,0,0,1,0,0,0,1
27213,3526312328_61,0,1,1,0,1,1,0,1,1
27214,3524412326_69,0,1,1,0,1,0,0,1,1
27215,3418412224_44,0,1,1,0,1,0,0,0,1
27216,3416412224_36,0,1,0,0,0,1,0,0,1
27217,3426312328_28,0,1,0,0,1,1,0,0,1
27218,3424312228_98,0,1,1,0,1,0,0,0,1
27219,3528322228_35,0,1,1,0,0,1,0,1,1
27220,3314312224_99,0,1,1,1,1,0,0,1,1
27221,3414312228_91,0,1,0,0,1,1,0,0,1
27222,3424422326_72,0,1,1,0,0,1,0,0,0
27223,3326422226_76,0,1,0,0,0,1,0,0,0
27224,3428422228_89,0,1,1,0,1,0,0,0,1
27225,3318422226_75,0,1,1,0,1,0,0,1,1
27226,3428322328_95,0,1,1,1,1,0,0,0,1
27227,3328422224_26,0,1,1,0,1,0,0,0,1
27228,3418422224_85,0,1,0,0,1,1,0,1,1
27229,3324322326_18,0,1,1,0,1,0,0,0,1
27230,3326412328_93,0,1,1,0,1,0,0,0,1
27231,3328422226_71,0,1,1,1,1,0,0,1,1
27232,3326312224_80,0,1,1,0,1,0,0,1,1
27233,3324412326_46,0,1,1,0,1,0,0,0,1
27234,3526412228_47,0,1,1,0,1,1,0,0,1
27235,3428312226_46,0,1,1,0,1,0,0,0,1
27236,3326412224_24,0,1,1,0,1,1,0,0,1
27237,3424312328_44,0,1,1,1,1,0,0,1,1
27238,3426312224_32,0,0,0,0,1,0,0,0,1
27239,3528412224_89,0,1,0,0,1,0,0,1,1
27240,3316422328_68,0,1,1,1,1,0,0,0,1
27241,3326312326_04,0,1,1,1,1,0,0,0,1
27242,3424412228_48,0,1,1,1,1,0,0,0,1
27243,3418422328_91,0,1,1,1,1,0,0,0,1
27244,3414322226_81,0,1,1,0,0,1,0,0,0
27245,3416322224_54,0,1,0,0,1,1,0,0,0
27246,3514412228_06,0,1,1,0,1,1,0,0,0
27247,3318322224_81,0,1,1,0,0,1,0,0,0
27248,3324322324_62,0,1,1,0,1,0,0,0,1
27249,3414422228_71,0,1,0,0,0,1,0,0,0
27250,3418322228_61,0,1,1,0,0,1,0,0,0
27251,3314412224_71,0,1,1,1,1,0,0,0,1
27252,3418412326_15,0,1,1,0,1,0,0,0,1
27253,3524322228_89,0,0,1,0,1,0,0,0,1
27254,3528322228_26,0,1,0,0,1,0,0,0,1
27255,3324312228_58,0,1,0,0,1,0,0,1,1
27256,3416412324_22,0,1,1,0,1,1,0,0,0
27257,3514412224_83,0,1,1,0,0,1,0,0,0
27258,3518422328_03,0,1,1,0,1,0,0,0,1
27259,3516312228_96,0,1,1,0,1,0,0,0,1
27260,3524322228_06,0,1,1,0,0,1,0,0,1
27261,3514322328_64,0,1,0,0,0,0,0,0,1
27262,3318422324_54,0,1,1,0,1,0,0,1,1
27263,3518412226_05,0,1,0,0,1,1,0,0,1
27264,3424412228_50,0,1,1,0,1,0,0,0,1
27265,3518312228_83,0,1,1,1,1,1,0,1,1
27266,3526322326_06,0,1,0,0,0,0,0,0,1
27267,3518412224_46,0,1,0,0,0,1,0,1,1
27268,3414322324_34,0,1,0,1,0,1,0,0,0
27269,3324412328_17,0,1,1,0,1,0,0,0,1
27270,3526422228_59,0,1,1,1,1,1,0,1,1
27271,3414312324_28,0,1,1,0,1,0,0,0,1
27272,3518412228_24,0,1,1,0,1,0,0,0,1
27273,3428312228_02,0,1,0,1,1,0,0,0,1
27274,3316322226_48,0,1,0,1,1,0,0,0,1
27275,3326412226_81,0,1,1,1,1,0,0,0,1
27276,3414422324_16,0,1,0,0,1,1,0,0,0
27277,3416312328_89,0,1,0,0,1,0,0,0,1
27278,3318422324_86,0,1,1,0,0,1,0,0,0
27279,3316422224_48,0,1,1,0,1,0,0,0,1
27280,3414312326_37,0,1,0,0,1,1,0,1,1
27281,3314412326_43,0,1,1,0,1,0,0,1,1
27282,3314322324_33,0,1,1,1,1,0,0,1,1
27283,3514422326_63,0,1,1,0,1,1,0,1,1
27284,3414322228_80,0,1,1,0,0,1,0,1,1
27285,3416412228_61,0,1,1,1,1,0,0,0,1
27286,3324322224_21,0,1,1,0,1,0,0,0,1
27287,3416412226_70,0,1,1,0,1,0,0,0,1
27288,3524322224_30,0,1,1,0,0,1,0,0,1
27289,3514322324_71,0,1,0,0,0,0,0,0,1
27290,3416422324_88,0,1,1,0,1,0,0,1,1
27291,3414422224_57,0,1,1,0,1,0,0,0,1
27292,3518322324_85,0,1,1,1,0,1,0,0,0
27293,3314412228_84,0,1,1,0,1,0,0,0,1
27294,3316322328_15,0,1,1,1,1,0,0,0,1
27295,3426422326_76,0,1,1,0,1,0,0,0,1
27296,3418422226_86,0,1,1,0,0,1,0,0,0
27297,3516422228_19,0,1,0,1,1,1,0,0,0
27298,3418312228_31,0,1,0,1,1,0,0,1,1
27299,3516322328_17,0,1,1,0,1,0,0,1,1
27300,3414322224_43,0,1,1,0,0,1,0,0,0
27301,3518422228_30,0,1,0,0,1,1,0,0,0
27302,3316322226_32,0,1,1,0,1,0,0,0,1
27303,3524412326_08,0,1,0,1,1,0,0,0,1
27304,3514412328_06,0,1,1,0,1,0,0,0,1
27305,3418322326_13,0,1,1,0,0,1,0,0,0
27306,3318322228_66,0,1,1,0,1,0,0,0,1
27307,3416412228_00,0,1,1,0,0,1,0,0,1
27308,3314322328_10,0,1,1,0,1,0,0,0,1
27309,3314312226_12,0,1,1,0,1,0,0,0,1
27310,3514422228_96,0,1,1,0,1,0,0,0,1
27311,3324412328_64,0,1,1,1,1,0,0,0,1
27312,3428312326_13,0,1,1,0,1,0,0,0,1
27313,3328312328_68,0,0,0,0,1,0,0,1,1
27314,3514422224_79,0,1,1,1,1,1,0,0,1
27315,3326422328_15,0,1,0,0,1,0,0,0,1
27316,3428312224_38,0,1,1,0,0,1,0,0,0
27317,3518422224_03,0,1,1,0,1,1,0,1,1
27318,3328412326_59,0,1,1,0,1,0,0,0,1
27319,3416312328_04,0,1,1,0,0,1,0,1,1
27320,3516412224_30,0,1,1,0,1,1,0,0,1
27321,3514322328_09,0,1,1,0,1,1,0,0,0
27322,3318422328_91,0,1,1,0,1,0,0,0,1
27323,3526312326_87,0,1,1,0,0,1,0,0,0
27324,3326312226_38,0,1,1,1,1,0,0,0,1
27325,3324322326_68,0,1,1,0,1,0,0,0,1
27326,3526412228_62,0,1,1,1,1,1,0,0,1
27327,3324412224_78,0,1,0,0,0,1,0,0,0
27328,3324322224_70,0,1,1,0,1,0,0,0,1
27329,3314312328_04,0,1,1,0,1,0,0,0,1
27330,3518312326_91,0,1,1,1,1,1,0,0,1
27331,3326412226_76,0,1,1,0,1,0,0,1,1
27332,3516312326_74,0,1,0,0,1,1,0,0,0
27333,3514412326_87,0,1,1,0,1,1,0,1,1
27334,3328412224_24,0,1,1,0,1,0,0,0,1
27335,3416312224_80,0,1,1,1,1,0,0,0,1
27336,3428312226_63,0,1,1,0,1,0,0,0,1
27337,3424322226_17,0,1,0,0,1,0,0,0,1
27338,3318422224_21,0,0,1,1,1,0,0,0,1
27339,3426322228_93,0,1,1,1,1,0,0,0,1
27340,3514412328_57,0,1,1,0,1,1,0,0,0
27341,3416412228_75,0,1,0,0,0,1,0,0,1
27342,3418412224_88,0,1,1,0,0,0,0,1,1
27343,3328322326_75,0,1,1,0,1,0,0,0,1
27344,3524412226_83,0,1,1,1,1,1,0,0,1
27345,3526412228_05,0,1,1,0,0,1,0,0,1
27346,3416412228_14,0,1,1,0,1,0,0,0,1
27347,3414322324_73,0,0,0,0,1,0,0,0,0
27348,3314412226_14,0,1,1,0,1,0,0,0,1
27349,3328412228_20,0,1,0,0,0,1,0,0,0
27350,3328312226_46,0,0,0,0,1,0,0,1,1
27351,3324412226_18,0,1,1,0,1,1,0,0,0
27352,3428412226_10,0,1,1,0,1,0,0,1,1
27353,3514422326_49,0,1,0,0,1,1,0,0,1
27354,3314312328_87,0,1,0,1,1,0,0,0,1
27355,3314322226_16,0,0,0,1,1,0,0,0,1
27356,3316312228_43,0,1,1,1,1,0,0,1,1
27357,3428322324_94,0,1,1,1,1,0,0,0,1
27358,3514312224_64,0,1,0,0,1,1,0,0,1
27359,3518422224_17,0,1,1,0,1,0,0,1,1
27360,3524312328_16,0,1,1,0,1,0,0,1,1
27361,3328412226_79,0,1,1,0,1,0,0,0,1
27362,3428322228_83,0,1,1,0,1,0,0,0,1
27363,3524322328_09,0,1,1,1,1,0,0,0,1
27364,3424312328_75,0,1,1,0,1,0,0,0,1
27365,3416312328_47,0,1,0,0,0,0,0,0,1
27366,3414422328_37,0,1,1,0,1,0,0,0,1
27367,3516312226_43,0,1,1,0,1,1,0,0,1
27368,3428312224_56,0,1,1,1,1,0,0,1,1
27369,3516312228_02,0,1,1,0,0,1,0,0,1
27370,3424422224_35,0,1,1,1,1,0,0,0,1
27371,3526422228_49,0,1,1,0,1,0,0,1,1
27372,3524422328_54,0,1,1,0,1,0,0,0,1
27373,3418422328_75,0,1,1,1,1,0,0,1,1
27374,3528322324_60,0,1,1,0,1,0,0,1,1
27375,3314422324_50,0,1,0,0,0,0,0,0,1
27376,3514412228_78,0,1,1,0,1,0,0,0,1
27377,3326412228_71,0,1,1,0,1,0,0,0,1
27378,3314412328_85,0,1,1,1,1,0,0,0,1
27379,3328312224_34,0,1,0,0,1,0,0,0,1
27380,3428412226_09,0,1,1,0,0,1,0,0,0
27381,3518422326_39,0,1,1,1,1,0,0,0,1
27382,3428412326_40,0,1,1,0,1,1,0,0,1
27383,3424312324_05,0,0,1,0,1,0,0,0,1
27384,3516422328_29,0,1,1,0,1,1,0,1,1
27385,3528422328_13,0,1,0,1,1,0,0,0,1
27386,3528322328_33,0,1,1,1,1,0,0,1,1
27387,3426312324_29,0,1,1,0,1,0,0,0,1
27388,3318312226_22,0,1,1,0,1,0,0,1,1
27389,3326312224_73,0,1,1,0,0,1,0,0,0
27390,3414322224_91,0,1,1,0,1,0,0,0,1
27391,3426322324_18,0,1,1,1,1,0,0,1,1
27392,3326422224_04,0,1,1,0,1,0,0,0,1
27393,3528422228_46,0,1,0,0,1,1,0,0,1
27394,3524412324_56,0,1,0,0,0,0,0,0,1
27395,3528322324_96,0,1,1,1,1,0,0,0,1
27396,3316422328_85,0,1,1,0,0,1,0,0,1
27397,4324322224_38,0,1,1,0,1,0,0,0,1
27398,3318322328_38,0,1,1,0,1,0,0,0,1
27399,3318422228_18,0,1,1,0,1,0,0,1,1
27400,3518412226_90,0,1,1,1,0,1,0,0,0
27401,3418322228_32,0,1,1,0,1,1,0,0,1
27402,3316422224_07,0,1,1,0,1,0,0,0,1
27403,3414312326_70,0,1,1,1,1,1,0,0,1
27404,3328312224_50,0,1,0,0,1,1,0,0,1
27405,3524312224_29,0,1,0,0,0,1,0,0,1
27406,3428322326_57,0,1,0,0,1,1,0,1,1
27407,3414422326_58,0,1,0,1,1,0,0,0,1
27408,3418412324_01,0,1,1,0,1,0,0,0,1
27409,3318422324_16,0,1,0,1,0,0,0,1,1
27410,3328412324_02,0,1,1,0,1,0,0,0,1
27411,3414422224_11,0,1,1,1,1,0,0,0,1
27412,3414312228_52,0,1,1,0,1,1,0,0,0
27413,3324412324_74,0,1,1,0,1,0,0,0,1
27414,3414412228_30,0,1,1,0,0,1,0,0,0
27415,3518412228_50,0,1,1,0,1,1,0,0,1
27416,3528322226_17,0,1,1,0,0,1,0,0,1
27417,3526412326_72,0,1,1,0,1,1,0,1,1
27418,3328322224_44,0,1,1,0,1,0,0,0,1
27419,3324322224_54,0,1,0,0,0,1,0,0,0
27420,3326422328_80,0,1,1,0,1,0,0,0,1
27421,3424422324_59,0,1,1,1,1,0,0,0,1
27422,3318312226_03,0,1,1,1,1,0,0,0,1
27423,3524312224_15,0,1,0,0,0,0,0,0,1
27424,3316422326_29,0,1,0,0,0,1,0,0,0
27425,3414412228_75,0,1,1,0,1,0,0,0,1
27426,3514422226_26,0,1,0,1,1,1,0,0,0
27427,3314312224_31,0,1,1,1,1,0,0,0,1
27428,3324412324_36,0,1,1,1,1,0,0,0,1
27429,3318322226_62,0,1,1,0,1,0,0,0,1
27430,3528322224_83,0,1,1,1,1,0,0,1,1
27431,3414312228_04,0,1,1,0,1,0,0,0,1
27432,3418422328_76,0,1,1,0,0,1,0,0,0
27433,3424312324_24,0,1,1,0,1,0,0,1,1
27434,3414322328_24,0,1,1,0,1,0,0,0,0
27435,3426312226_10,0,1,1,0,0,1,0,0,0
27436,3528412326_94,0,1,1,1,1,1,0,1,1
27437,3428322226_53,0,1,1,1,1,0,0,0,1
27438,3524412226_71,0,1,0,0,0,0,0,0,1
27439,3414322228_17,0,1,0,0,0,0,0,0,1
27440,3526422324_46,0,1,0,1,1,1,0,1,1
27441,3414412326_39,0,1,1,0,1,1,0,0,0
27442,3516422228_59,0,1,1,0,0,1,0,0,1
27443,3514322324_65,0,1,0,0,0,0,0,0,1
27444,3516412226_16,0,1,0,0,1,1,0,1,1
27445,3314412228_66,0,1,0,0,1,1,0,0,1
27446,3314312324_35,0,1,0,1,1,1,0,1,1
27447,3324422324_64,0,1,1,0,1,0,0,0,1
27448,3428322324_70,0,1,1,1,1,1,0,0,1
27449,3426322324_83,0,1,1,0,1,0,0,0,1
27450,3528322226_50,0,1,0,1,1,1,0,1,1
27451,3528422226_36,0,1,0,1,0,1,0,0,1
27452,3328322324_69,0,1,1,0,1,0,0,1,1
27453,3326412224_00,0,1,1,0,1,0,0,0,1
27454,3328422326_80,0,1,1,0,1,0,0,0,1
27455,3314312326_74,0,1,0,0,0,1,0,0,0
27456,3414422328_46,0,1,1,0,0,1,0,0,0
27457,3314422224_23,0,1,0,0,1,0,0,0,1
27458,3328422226_32,0,1,0,0,0,0,0,1,1
27459,3318412328_89,0,1,1,1,1,0,0,1,1
27460,3314412328_79,0,1,1,0,0,1,0,0,0
27461,3518412328_58,0,1,1,0,1,1,0,1,1
27462,3416422326_43,0,1,1,0,1,1,0,0,0
27463,3528322224_55,0,1,1,1,0,1,0,0,0
27464,3516422224_53,0,1,0,0,0,0,0,0,1
27465,3316422328_93,0,1,0,1,1,1,0,1,1
27466,3518422224_68,0,1,1,1,1,0,0,0,1
27467,3514422226_40,0,1,0,0,0,0,0,0,1
27468,3326412328_41,0,0,0,0,1,0,0,0,1
27469,3516322224_66,0,1,1,1,1,0,0,0,1
27470,3426422228_60,0,1,0,1,1,1,0,0,1
27471,3324412326_79,0,1,1,0,1,0,0,0,1
27472,3418422328_65,0,1,0,1,1,0,0,0,1
27473,3326322324_61,0,1,1,0,1,0,0,0,1
27474,3326422224_51,0,1,1,0,1,0,0,0,1
27475,3418312328_91,0,1,1,0,0,1,0,0,0
27476,3426322326_91,0,1,1,0,0,1,0,0,1
27477,3516412228_87,0,0,1,0,1,0,0,0,1
27478,3426422324_14,0,1,1,1,1,0,0,0,1
27479,3414312326_13,0,1,0,1,1,0,0,1,1
27480,3424412324_09,0,1,1,1,1,0,0,0,1
27481,3526322228_94,0,1,0,0,1,1,0,0,1
27482,3528322328_23,0,1,1,1,1,0,0,1,1
27483,3528312328_47,0,1,1,1,1,0,0,1,1
27484,3528312324_41,0,1,1,0,0,1,0,0,0
27485,3426422328_04,0,1,1,0,1,0,0,0,1
27486,3524422326_95,0,1,1,1,1,0,0,0,1
27487,3326422224_79,0,1,1,0,1,0,0,0,1
27488,3524312224_14,0,1,1,0,1,1,0,0,1
27489,3424312326_68,0,1,1,0,1,0,0,0,1
27490,3316322228_35,0,1,1,0,1,0,0,0,1
27491,3324422328_17,0,1,1,1,1,0,0,0,1
27492,3428312326_42,0,1,1,1,1,0,0,1,1
27493,3428412324_51,0,1,1,1,1,1,0,1,1
27494,3314312328_57,0,1,1,0,1,0,0,0,1
27495,3314312226_43,0,1,0,0,1,0,0,0,1
27496,3326412324_76,0,1,1,0,1,1,0,0,1
27497,3416422324_77,0,1,1,1,1,0,0,0,1
27498,3426322328_42,0,1,0,0,0,0,0,0,0
27499,3528312326_07,0,1,1,1,1,0,0,1,1
27500,3314422328_77,0,1,1,0,1,0,0,0,1
27501,3328322326_17,0,1,1,1,0,1,0,0,0
27502,3424422226_16,0,1,1,1,1,0,0,0,1
27503,3516412228_28,0,1,1,1,1,1,0,0,1
27504,3328322324_51,0,1,1,1,1,0,0,0,1
27505,3318322326_51,0,1,0,1,1,0,0,0,1
27506,3528312226_31,0,1,1,0,1,0,0,1,1
27507,3516412226_93,0,1,1,0,1,0,0,0,1
27508,3516322328_86,0,1,1,0,1,1,0,0,0
27509,3524412228_66,0,1,1,0,0,1,0,0,1
27510,3416312324_42,0,1,1,0,0,1,0,1,1
27511,3416312224_67,0,1,1,0,1,0,0,0,1
27512,3314322224_73,0,1,1,1,1,0,0,0,1
27513,3428412224_24,0,1,1,0,1,1,0,0,0
27514,3516312328_00,0,1,1,1,1,0,0,0,1
27515,3416412224_16,0,1,1,0,0,1,0,0,0
27516,4524422226_20,0,1,1,0,0,1,0,1,1
27517,3326312324_16,0,1,1,0,1,0,0,0,1
27518,3328322226_13,0,1,1,0,1,0,0,0,1
27519,3414412228_12,0,1,1,0,1,1,0,0,1
27520,3318322326_03,0,1,1,1,1,0,0,0,1
27521,3428312228_46,0,1,1,0,1,1,0,1,1
27522,3314322224_06,0,1,0,1,0,1,0,0,0
27523,3326322324_24,0,1,0,0,0,1,0,0,0
27524,3416422228_79,0,1,1,0,0,1,0,0,0
27525,3418412328_20,0,1,1,0,0,1,0,0,0
27526,3516412324_76,0,1,1,0,1,0,0,0,1
27527,3316422228_70,0,1,0,0,1,0,0,1,1
27528,3514422328_88,0,1,1,0,1,0,0,1,1
27529,3516322224_75,0,1,1,0,1,0,0,1,1
27530,3516322228_25,0,1,0,1,1,1,0,0,1
27531,3526422228_13,0,1,1,1,1,1,0,0,1
27532,3318412324_04,0,1,1,0,1,0,0,0,1
27533,3518312224_59,0,1,1,0,0,1,0,0,0
27534,3326412324_41,0,1,1,1,1,0,0,0,1
27535,3414322324_11,0,1,1,0,1,0,0,1,1
27536,3314412228_19,0,1,1,1,1,0,0,0,1
27537,3324322228_26,0,1,0,0,0,1,0,0,0
27538,3526322228_81,0,1,1,0,0,1,0,0,0
27539,3316422326_81,0,1,1,1,1,0,0,1,1
27540,3426422226_64,0,1,1,1,1,0,0,1,1
27541,3416422224_28,0,1,1,0,1,0,0,0,0
27542,3328312226_25,0,1,1,1,1,0,0,0,1
27543,3526312328_30,0,1,1,0,1,0,0,1,1
27544,3426412328_40,0,1,1,0,1,0,0,1,1
27545,3524312224_56,0,1,1,0,1,1,0,0,1
27546,3428412226_86,0,1,0,0,0,1,0,0,0
27547,3416312326_51,0,1,0,0,1,0,0,0,1
27548,3326322326_77,0,1,1,0,1,0,0,0,1
27549,3424312224_03,0,1,1,0,1,0,0,0,1
27550,3314312224_38,0,1,1,1,1,0,0,0,1
27551,3528412324_26,0,1,1,1,1,1,0,1,1
27552,3318322326_33,0,1,1,1,1,0,0,0,1
27553,3314422224_17,0,1,0,1,1,0,0,0,1
27554,3414412224_86,0,1,1,0,1,0,0,0,1
27555,3328322326_20,0,1,1,0,1,0,0,0,1
27556,3326322226_91,0,1,1,1,1,0,0,0,1
27557,3516312226_79,0,1,1,1,1,1,0,0,1
